,Name,Smiles
4378,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",OC[C@@H]1C[C@H](SC(/Cc2ccccc2)=N/O[S](O)(=O)=O)[C@@H](O)[C@H](O)[C@H]1O
4379,Choline alfoscerate,C[N+](C)(C)CCO[P]([O-])(=O)OC[C@@H](O)CO
4380,cis-tetracosenoyl sulfatide,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[S](O)(=O)=O)[C@H]1O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC
4381,OLOMOUCINE II,CC[C@H](CO)Nc1nc(NCc2ccccc2O)c3ncn(C(C)C)c3n1
4382,"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",O[C@@H]1[C@@H](COP(O)(O)=O)O[C@](O)([C@@H]1O)C(O)=O
4383,Cyclohexyl-pentyl-maltoside,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
4384,Coumarin,O=C1Oc2ccccc2C=C1
4385,CHROMOPHORE (LYS-TYR-GLY),[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CCCCN)C1=CC=C(O)C=C1
4386,CHROMOPHORE (HIS-TYR-GLY),[H][C@](N)(CC1=CN=CN1)C1=NC(C=C2C=CC(=O)C=C2)=C(O)N1CC([O-])=O
4387,CHROMOPHORE (GLU-TYR-GLY),[H]N=C(CCC(O)=O)C1=N\C(=C(/[H])C2=CC=C(O)C=C2)C(=O)N1CC(O)=O
4388,TRIAZOLOPYRIMIDINE,[nH]1nnc2ncncc12
4389,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,N[C@@H](CSC(N)=NCCC[C@H]([NH3+])C(O)=O)C(O)=O
4390,"Cyclic 3',5'-thymidine monophosphate",CC1=CN([C@@H]2O[C@H](CO[P](O)(O)=O)C=C2)C(=O)NC1=O
4391,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,CC(C)CC1CN(CCN1C(=O)c2ncc(cn2)c3ccncc3)[S](=O)(=O)c4[nH]c5ccc(Cl)cc5c4
4392,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",OC(=O)c1cc(I)cc(I)c1O
4393,Dansyllysine,CN(C)c1cccc2c1cccc2[S](=O)(=O)N[C@@H](CCCCN)C(O)=O
4394,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,C[C@H](Cc1ccccc1)N(C)CC=C
4395,H TYPE II TRISACCHARIDE,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]3CO)[C@@H](O)[C@H](O)[C@@H]1O
4396,Human blood group H type 1 trisaccharide,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O
4397,GALACTOSE GREASE,COC(=O)CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
4398,BETA-METHYLLACTOSIDE,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
4399,Octylphenoxy polyethoxyethanol,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
4400,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](CO[P](O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C\CCCCCC
4401,Bis(6-aminohexyl)amine,NCCCCCCNCCCCCCN
4402,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",FC1C[C@H](O[C@H]1COC(c2ccccc2)(c3ccccc3)c4ccccc4)N5C=CC(=O)NC5=O
4403,CHROMOPHORE (ASP-TYR-GLY),[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CC(O)=O)C1=CC=C(O)C=C1
4404,DIMETHYL THIOPHOSPHATE,CO[P]([O-])(=S)OC
4405,Methylecgonine,COC(=O)[C@H]1[C@@H](O)C[C@@H]2CC[C@H]1N2C
4406,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,CCCc1c(OCCCOc2ccc3n(CC(O)=O)ccc3c2)ccc4cc(ccc14)C(=O)c5ccccc5
4407,Camptothecin,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O
4408,2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,CC1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2OCCN2C=CN=C2)C(=O)NC1=O
4409,Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate,CCOC(=O)/C=C/C(C[C@@H]1CCNC1=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)c2ccccc2
4410,"Estrane-3,17-dione",C[C@]12CC[C@@H]3[C@H]4CCC(=O)CC4CC[C@H]3[C@@H]1CCC2=O
4411,"2,6-anhydro-3-deoxy-3-fluoronononic acid",OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@H]([C@H](F)[C@H](O)[C@H]1O)C(O)=O
4412,Farnesyl thiopyrophosphate,CC(C)=CCCC(C)=CCCC(C)=CCO[P]([O-])(=S)O[P]([O-])([O-])=O
4413,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1
4414,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,NC(N)=NCCCC[C@H](NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCN2C(=O)[C@@H](CC3CCCCC3)NC(=O)C4CCC(CC4)CN=C(N)N)C(N)=O
4415,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",O=C1c2ccccc2Oc3ccc(cc13)[S](=O)(=O)N=C4NN=NN4
4416,gamma-Butyrolactone,O=C1CCCO1
4417,GLUTATHIONE SULFINATE,N[C@@H](CCC(=O)N[C@@H](C[S](O)=O)C(=O)NCC(O)=O)C(O)=O
4418,S-Methyl glutathione,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
4419,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",[H]\C(CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C
4420,Hesperidin,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
4421,20-hydroxycholesterol,CC(C)CCC[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4422,25-Hydroxycholesterol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4423,7beta-hydroxycholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4424,Hydroxyfasudil,[H+].[Cl-].O=C1NC=Cc2c1cccc2[S](=O)(=O)N3CCCNCC3
4425,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",NC(=O)C[C@H]1C[C@@H](C2=CN[C@](C[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]4CCOC4)(Cc5ccccc5)C2=O)c6ccccc16
4426,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",[O-][N+](=O)c1ccc(N2C(=O)[C@H]3C4CCC(CC4)[C@H]3C2=O)c5ccccc15
4427,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)c2cc(C)on2)C(C)C
4428,Iodipamide,OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I
4429,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(CNc3ccccc3)cn12
4430,4-Iodo-D-phenylalanine,N[C@H](Cc1ccc(I)cc1)C(O)=O
4431,ISOPENTENYL PYROPHOSPHATE,CC(=C)CCO[P]([O-])(=O)O[P]([O-])([O-])=O
4432,IMIDAZOPYRIDAZIN 1,CC(=O)c1cccc(c1)c2cnc3ccc(NCC4CC4)nn23
4433,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",CC(C)(C)c1[nH]c2c3ccc(F)cc3c4C(=O)NC=Cc4c2n1
4434,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N
4435,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@@H]2OCCNCC5CCCNC5)[C@H](N)[C@@H](O)[C@@H]1O
4436,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",CN(C)c1[nH]c2c(Br)c(Br)c(Br)c(Br)c2n1
4437,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",CSc1[nH]c2c(Br)c(Br)c(Br)c(Br)c2n1
4438,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",CN1CCn2c1nc3c(Br)c(Br)c(Br)c(Br)c23
4439,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",C[C@@H](NC(=O)CC1=C(Cl)C=CC(=NCC(F)(F)c2cccc[n+]2[O-])N1O)c3cccc(Cl)c3
4440,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,NC(=N)Nc1cccc(c1)C(CS)C(O)=O
4441,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CC3=CC=CC=C3N=C2)[C@@H](CC(C)C)C1=O
4442,Licofelone,CC1(C)Cn2c(CC(O)=O)c(c3ccc(Cl)cc3)c(c4ccccc4)c2C1
4443,Lumiflavin,CN1c2cc(C)c(C)cc2N=C3C(=O)NC(=O)N=C13
4444,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",COc1ccc(cc1)c2oc3ncnc(N)c3c2c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4
4445,Lividomycin A,NCC1OC(OC2C(O)C(OC2CO)OC3C(O)C(N)CC(N)C3OC4OC(CO)C(O)CC4N)C(N)C(O)C1OC5OC(CO)C(O)C(O)C5O.O[S](O)(=O)=O
4446,Gentamicin C1a,CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O
4447,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,CC(=O)OC[C@H](O)CO[P](O)(=O)OCC[NH3+]
4448,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)N3CCOCC3)B(O)O
4449,"1,6-DI-O-PHOSPHONO-D-MANNITOL",O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)CO[P](O)(O)=O
4450,Citraconic acid,CC(=C/C(O)=O)/C(O)=O
4451,MONOGALACTOSYL-DIACYLGLYCEROL,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)COC(=O)CCCCCCCCCCCC
4452,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)C(O)=O)C(O)=O
4453,(S)-mandelonitrile,O[C@H](C#N)c1ccccc1
4454,Motuporin,CC[C@@H]1N(C)C(=O)CC[C@@H](NC(=O)[C@@H](C)[C@H](CCC(C)C[C@H](C)[C@H](Cc2ccccc2)OC)NC(=O)[C@@H](NC(=O)[C@@H](C)[C@@H](NC1=O)C(O)=O)C(C)C)C(O)=O
4455,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,CN1CCN(CC1)Cc2ccc(cc2)C(=O)Nc3cccc(Nc4nccc(n4)c5cccnc5)c3
4456,Moxalactam (hydrolyzed),CO[C@](NC(=O)[C@H](C(O)=O)c1ccc(O)cc1)([C@H]2OCC(=C)C(=N2)C(O)=O)C(O)=O
4457,Myxothiazol,CO[C@@H](/C=C/c1csc(n1)c2csc(n2)C(C)\C=C\C=C\C(C)C)[C@@H](C)\C(OC)=C/C(N)=O
4458,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",OC(=O)C1=N[C@H](SCC1)[C@H](NC(=O)Cc2sccc2)C=O
4459,Nimesulide,C[S](=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+]([O-])=O
4460,Lawsone,OC1=CC(=O)C(=O)c2ccccc12
4461,2-Hydroxyquinoline,Oc1ccc2ccccc2n1
4462,"(10E,12Z)-octadecadienoic acid",CCCCC\C=C/C=C/CCCCCCCCC(O)=O
4463,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,CC\C=C/C=C/C=C/CCCCCCCCCC(O)=O
4464,OXIMINOARYLSULFONAMIDE,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N2CCN(Cc3csc(C)n3)C2=O)[S](=O)(=O)c4ccc(cc4)\C=N\O
4465,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,[S-]CCC(=O)SCCC=O
4466,OREGON GREEN 488 CARBOXYLATE,OC(=O)c1ccc(c(c1)C(O)=O)C2=C3C=C(F)C(=O)C=C3Oc4cc(O)c(F)cc24
4467,Purvalanol A,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c3ncn(C(C)C)c3n1
4468,Phosphatidyl ethanol,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC
4469,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",OC[C@H]1O[C@H]([C@@H]2O[C@H](C[P](O)(O)=O)O[C@H]12)c3c[nH]c4C(=O)N=CNc34
4470,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",NC1=NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4O[C@@H](C[P](O)(O)=O)O[C@@H]34)c2N1
4471,PROPYL-1-PHOSPHATE,[O-]CCCOP(=O)=O
4472,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",OOOc1c(Cl)cc(Nc2ccccc2C(O)=O)cc1Cl
4473,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",NC1=NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4O[C@@H](O[C@@H]34)[P](O)(O)=O)c2N1
4474,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),CC[S](=O)(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)NCc3ccc(cc3)C(N)=N
4475,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",Cc1cccc(CNC(=O)c2cc(ncn2)C(=O)NCc3cccc(C)c3)c1
4476,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",Cc1cc(CNC(=O)c2cc(ncn2)C(=O)NCc3ccc(F)c(C)c3)ccc1F
4477,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",O=C(NCc1cccnc1)c2cc(ncn2)C(=O)NCc3cccnc3
4478,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,Cc1ncc(CO[P](O)(O)=O)c(CN[C@H](CCC(O)=O)C(O)=O)c1O
4479,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",Cc1cc(C)[n+](CCc2ccc(cc2)[S](N)(=O)=O)c(C)c1
4480,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,NCc1cccc(c1)C2CCN(CC2)C(=O)c3cncc(CCc4ccccc4)c3
4481,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,Cc1ncc(CO[P](O)(O)=O)c(CN[C@@](C)(CCC(O)=O)C(O)=O)c1O
4482,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,CCCONC(C(C)O)C(=O)NC(CCSC)C(=O)NCc1ccc(cc1)C(N)=N
4483,Pyrithiamine Pyrophosphate,CC1=NC=C(C[N+]2=CC=CC(CCO[P@](O)(=O)OP(O)(O)=O)=C2C)C(N)=N1
4484,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",O=C1NC(=O)C(S1)=Cc2ccc3nccnc3c2
4485,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",CC[C@H](CO)Nc1nc(OCc2ccccc2)c3ncn(C(C)C)c3n1
4486,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,CC(C)C[C@H](N(NC(=O)c1ccccc1)[N+]([O-])=O)C(=O)N2CCC[C@H]2C(=O)NCCCCNC(N)=N
4487,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,CC(C)C[C@H](N[S](=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCCCCNC(N)=N
4488,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,COC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O
4489,Reidispongiolide A,COC1CC(=C\C=C\C(=O)OC(C(C)/C=C/C(CC(OC)C(C)/C=C/C(CC(OC)C(C)[C@H]2CC(=CC(=O)O2)C1)OC)OC)C(C)C(OC)C(C)CCC(=O)C(C)C(C/C=C/N(C)C=O)OC)\C
4490,Reidispongiolide C,COC1CC(=C\C=C\C(=O)OC(C(C)/C=C/C(CC(OC)C(C)/C=C/C(CC(OC)C(C)[C@H]2CC(=CC(=O)O2)C1)OC)OC)C(C)C(OC)C(C)CCC(=O)C(C)C(CC(O)=O)OC)\C
4491,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,CC[C@H](CO)Nc1nc(N(C)Cc2ccccc2)c3ncn(C(C)C)c3n1
4492,(R)-4-Nitrostyrene oxide,[O-][N+](=O)c1ccc(cc1)[C@@H]2CO2
4493,SC45647,C[C@@H](NC(NCC(O)O)Nc1ccc(CN)cc1)c2ccccc2
4494,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,CCSC(/Cc1ccccc1)=N/O[S](O)(=O)=O
4495,Sulfatide,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[S](O)(=O)=O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC
4496,5-hydroxyvaleric acid,OCCCCC(O)=O
4497,(S)-4-Nitrostyrene oxide,[O-][N+](=O)c1ccc(cc1)[C@H]2CO2
4498,Sphinxolide B,COC1CC(=C/C=C/C(=O)OC(C(C)\C=C\C(O)CC(O)C(C)/C=C/C(CC(OC)C(C)[C@@H]2OC(=O)C=C(C1)[C@@H]2O)OC)C(C)C(OC)C(C)CCC(=O)C(C)C(C\C=C\N(C)C=O)OC)/C
4499,(R)-1-phenylethanol,C[C@@H](O)c1ccccc1
4500,Streptolydigin,CNC(=O)[C@@H](C)[C@@H]1N([C@@H]2CC[C@H](O)[C@H](C)O2)C(=C(C(=O)/C=C/C(C)=C/[C@@H](C)[C@@H]3O[C@]4(C)O[C@@H](C=C[C@]45CO5)[C@@H]3C)C1=O)O
4501,Suramin,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O)c2)C(=O)Nc7ccc(c8cc(cc(c78)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O
4502,Tanaproget,Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N
4503,Tagetitoxin,CC(=O)O[C@@H]1[C@H](N)[C@@H](O[P](O)(O)=O)[C@]2(CS[C@](O)([C@@H]1O2)C(N)=O)C(O)=O
4504,5-methyltetrahydrofolic acid,CN1C(CNc2ccc(cc2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC3=C1C(=O)NC(=N3)N
4505,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",NC(=N)c1cccc(O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)Oc4cccc(c4)C(N)=N)c1
4506,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",NC(=N)c1ccc(O[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)Oc4cccc(c4)C(N)=N)cc1
4507,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",NC(=N)c1ccc(O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)Oc4ccc(cc4)C(N)=N)cc1
4508,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",[H]N=C(N([H])[H])C1=CC=C(O[C@@H]2CO[C@]3([H])[C@H](CO[C@]23[H])OC2=CC=CC(=C2)C(=N[H])N([H])[H])C=C1
4509,Bifonazole,c1ccc(cc1)C(n2ccnc2)c3ccc(cc3)c4ccccc4
4510,Thenoyltrifluoroacetone,FC(F)(F)C(=O)CC(=O)c1sccc1
4511,Inecalcitol,[H][C@@]1(CC[C@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)CC#CC(C)(C)O
4512,Triazolopyridine,[nH]1nnc2ncccc12
4513,THIO-ATPA,CC(C)(C)c1snc([O-])c1C[C@H]([NH3+])C(O)=O
4514,"6-Hydroxy-5-undecyl-4,7-benzothiazoledione",CCCCCCCCCCCC1=C(O)C(=O)c2scnc2C1=O
4515,1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,Cn1nc(cc1N[S](O)(=O)=O)c2ccccc2
